0,1,2,3,4,5,6,7,8,9,target
-1.2595186002118604,21.27485373501219,-9.463093453330497,13.014156226077981,-7.1271370354658625,-7.4382349395297265,3.253028797243663,2.553559544047547,-0.5897123210741297,-3.6100856172375724,0
7.957720505608015,-20.76857563393566,4.439769884867182,-14.89355148053676,5.8932015101471675,-6.487002924056117,2.1242838193672786,-4.589046592139659,3.5846590055578984,1.024596236225292,1
6.992077734747455,-9.955950506277564,2.9585027883711836,-12.288995319288263,-18.126913154400363,-4.5078059142547,1.8189125457906625,-16.41587901278222,0.7111837121805985,-4.230223566921703,2
-15.906209409444479,3.33241146402306,9.824323426376923,-12.275757463004064,6.967221107413106,1.0889113006578781,-1.0341261158054473,10.966333075573502,-3.257363956046125,-6.485089514939293,3
23.306816692715106,4.268993792953267,-5.675332635083575,-13.851685939174208,-0.35696573109270563,-2.858744588052173,-0.7186361886861752,13.035399488432702,-3.8364936810578834,-13.39711985593026,4
-14.087009549083415,7.914492593716357,0.39251109764855524,-14.411439334454128,8.484931730112793,-10.86237769889677,-1.4235038715417307,7.29072138868108,4.3112477561885045,8.570933304499196,5
21.36326022612298,5.288265282516693,15.08737309417438,-5.137741961029317,4.582324883848771,-4.360246676185636,1.3646187409049972,-6.222318052609213,-3.896321453242927,-2.148397116251055,6
-2.952607574759301,-21.071557613219504,-12.282500195329023,10.439736878495468,-6.24441525885079,12.751584624385238,-8.54566652349585,-1.9886808542870742,3.9994811850725616,-10.706426604660129,7
-5.255208903802638,1.183256359279126,5.796018254262197,-5.549442343388055,-7.258957893117075,-2.866163127008288,-8.558244453328063,-5.5388179085275135,-6.0415054833897255,5.841593453215668,8
-5.479965014190135,8.076433426497635,-5.028021115208604,-2.4493499654525235,3.2861746798973215,-0.7748869927941937,-4.579570319691253,6.938123107596481,6.625398024117014,12.571816307497274,9
11.215103373528537,16.91987288171235,-10.066836668594751,9.747062575381356,-5.674061103948807,-8.106230562879116,-3.343703660767563,-7.118976573807756,0.3765552341936533,-6.544588358802386,0
3.0092469709112954,-11.994778315269087,-14.131374461242151,-28.09039553109241,5.314272758924101,-4.503131256924426,-4.02376374066893,-6.325714780657865,-4.700512842000943,-4.5350049207530345,1
-2.4143169527400983,-4.851690505802398,16.134072506377375,1.1681417579173556,4.612752968637108,3.413916189850868,21.803219421402318,-1.6734838424505296,6.3882958074409,1.6584015965170018,2
-23.255680097382943,-1.9066943500039324,-4.206344465384979,-10.282490122654174,1.0076659545941171,-1.3742659954183878,1.232123820349994,0.33984667642447186,-12.137026515818873,-2.411199696951599,3
24.456829670188345,2.6613241428435686,-14.871613289790877,-8.151394254585522,0.5091308642375629,-2.6873157709534654,3.8205519744710417,5.5545167891403295,-1.0375633746224966,5.375342849332037,4
-1.4008605302344386,-15.86134397614544,3.8288744888361106,18.59904168061117,21.182432698359683,-4.60797709751786,0.9232553372910899,-0.9824552967558774,0.8592187165672704,-0.7534133329590953,5
17.1665666333972,-2.3892936036093038,16.198529843581078,-18.429873255119436,-1.8134860109527546,12.55756189784632,0.8483989283924652,-1.5204487438135,-0.7982398822759623,-6.0342328960485565,6
